dong,enrollpet_count,enrollpet_people,source_file,년도,등록주체(시군구),등록 품종수,동물소유자당동물등록수,합계,기준일자,개등록자수,개등록수,고양이등록자수,고양이등록수,자치구명,등록소유자수,동물소유자당등록동물수,해당동의등록대행업체수,데이터기준일,외장형_무선인식(RFID)종류,내장형(RFID),외장형(RFID),인식표,등록주체(기타-2009년이전등록),시군구,내장형,외장형,반려동물총계,품종수,소유자수,개체수(전체),동물소유자수(개),개체수(개),동물소유자수(고양이),개체수(고양이),데이터 기준일자,반려동물수,대행업체,기타(이벤트등),RFID내장형,RFID외장형,동물소유자당,집계기준,동물 등록수
신교동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,82.0,1.23,98.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
신영동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,259.0,1.32,324.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
안국동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,13.0,1.23,16.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
연건동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,57.0,1.25,70.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
연지동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,28.0,1.43,38.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
예지동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,1.0,1.0,1.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
옥인동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,137.0,1.26,167.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
와룡동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,5.0,1.8,8.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
운니동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,7.0,1.29,9.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
원남동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,24.0,1.58,33.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
원서동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,105.0,1.27,127.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
이화동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,92.0,1.41,130.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
익선동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,39.0,1.31,51.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
인사동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,5.0,1.6,8.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
인의동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,48.0,1.44,69.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
장사동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,2.0,1.5,3.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
적선동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,10.0,1.1,11.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
창성동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,21.0,1.67,34.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
창신동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,972.0,1.39,1316.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
청운동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,147.0,1.33,188.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
청진동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,2.0,1.0,2.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
체부동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,53.0,1.26,66.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
충신동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,131.0,1.38,176.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
통의동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,26.0,1.31,31.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
통인동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,49.0,1.47,72.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
팔판동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,27.0,1.22,33.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
평창동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,921.0,1.45,1273.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
필운동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,40.0,1.25,48.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
행촌동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,190.0,1.31,243.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
혜화동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,167.0,1.34,219.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
홍지동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,109.0,1.39,151.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
홍파동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,137.0,1.4,190.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
효자동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,42.0,1.29,52.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
효제동,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,21.0,1.29,26.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
명륜1가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,200.0,1.25,239.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
명륜2가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,152.0,1.45,218.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
명륜3가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,240.0,1.3,308.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
명륜4가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,47.0,1.28,60.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
종로1가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,11.0,1.18,12.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
종로3가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,1.0,1.0,1.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
종로4가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,3.0,1.0,2.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
종로5가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,8.0,1.38,11.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
종로6가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,31.0,1.42,43.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
신문로1가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,6.0,1.17,7.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
신문로2가,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,종로구,44.0,1.48,65.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,0,0,jongno_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
남현동,0,0,Gwanak_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,680.0,1.28,1.0,0,375.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
봉천동,0,0,Gwanak_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7477.0,1.28,12.0,0,3666.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
신림동,0,0,Gwanak_petStatus.csv,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,10512.0,1.38,14.0,0,4912.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
궁동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.36,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,447.0,324.0,46.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
항동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.27,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,296.0,235.0,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
개봉동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2656.0,2018.0,332.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
고척동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1654.0,1226.0,167.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
구로동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3152.0,2850.0,724.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
오류동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1396.0,977.0,163.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
온수동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.25,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,237.0,199.0,32.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
천왕동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.25,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,382.0,331.0,44.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
가리봉동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.51,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,348.0,249.0,58.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
신도림동,2024-04-17,0,guro_petStatus.csv,0.0,0.0,0.0,1.27,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,905.0,763.0,179.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
묵동,0,0,jungrang_petStatus.csv,0.0,138.0,0.0,1.28,3402.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
망우동,0,0,jungrang_petStatus.csv,0.0,116.0,0.0,1.34,3291.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
면목동,0,0,jungrang_petStatus.csv,0.0,242.0,0.0,1.33,10172.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
상봉동,0,0,jungrang_petStatus.csv,0.0,94.0,0.0,1.31,3100.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
신내동,0,0,jungrang_petStatus.csv,0.0,111.0,0.0,1.26,3485.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
중화동,0,0,jungrang_petStatus.csv,0.0,74.0,0.0,1.31,3208.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
능동,0,0,gwangjin_petStatus.csv,0.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
광장동,0,0,gwangjin_petStatus.csv,0.0,45.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
구의동,0,0,gwangjin_petStatus.csv,0.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
군자동,0,0,gwangjin_petStatus.csv,0.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
자양동,0,0,gwangjin_petStatus.csv,0.0,121.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
중곡동,0,0,gwangjin_petStatus.csv,0.0,99.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
화양동,0,0,gwangjin_petStatus.csv,0.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
다동,0,0,jung_petStatus.csv,0.0,0.0,0.0,1.45,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
정동,0,0,jung_petStatus.csv,0.0,0.0,0.0,1.16,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
초동,0,0,jung_petStatus.csv,0.0,0.0,0.0,1.25,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
남창동,0,0,jung_petStatus.csv,0.0,0.0,0.0,1.23,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
무교동,0,0,jung_petStatus.csv,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
무학동,0,0,jung_petStatus.csv,0.0,0.0,0.0,1.31,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
