읍면동(법정동),내장형 무선식별(RFID),외장형 무선식별(RFID),인식표 무선식별(RFID),동물등록수합계(마리),동물소유자수(명),source_file,행정동,등록수,년도,등록주체(시군구),등록주체(대행업체),등록주체(기타(이벤트등)),RFID종류(내장형),RFID종류(외장형),RFID종류(인식표),등록 품종수,동물소유자수,동물소유자당동물등록수,합계,미승인,반려,기준일자,법정동,개등록자수,개등록수,고양이등록자수,고양이등록수,연도,누적등록수(마리),기준일,자치구명,법정동명,등록동물수(마리),등록품종수,등록소유자수,동물소유자당등록동물수,해당동의등록대행업체수,데이터기준일,시군명,읍면동명,등록동물수,(등록주체)시군구등록,(등록주체)대행업체등록,(등록주체)기타,내장형_무선인식(RFID)종류,외장형_무선인식(RFID)종류,인식표_무선인식(RFID),데이터기준일자,내장형(RFID),외장형(RFID),인식표,등록주체(기타-2009년이전등록),시군구,내장형,외장형,반려동물총계,동,품종수,소유자수,동물소유자수(전체),개체수(전체),동물소유자수(개),개체수(개),동물소유자수(고양이),개체수(고양이),데이터 기준일자,반려동물수,읍면동,대행업체,기타(이벤트등),RFID내장형,RFID외장형,동물소유자당,집계기준,시도명,시군구명,동명,내장형 칩(RFID),외장형 칩(RFID),동물 소유자수,동물 등록수
영등포동7가,227.0,179.0,27.0,433.0,334.0,yeongdeungpo_petStatus.csv,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
영등포동8가,115.0,116.0,8.0,239.0,198.0,yeongdeungpo_petStatus.csv,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,dobong_petStatus.csv,쌍문동,"3,717건",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,dobong_petStatus.csv,방학동,"3,481건",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,dobong_petStatus.csv,도봉동,"2,081건",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,dobong_petStatus.csv,창  동,"5,397건",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2012.0,0.0,8.0,0.0,8.0,0.0,0.0,7.0,7.0,1.14,8.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2012.0,0.0,7.0,0.0,7.0,0.0,0.0,4.0,5.0,1.4,7.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2012.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,3.0,1.33,4.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2012.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2012.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2013.0,5.0,1666.0,0.0,448.0,1166.0,57.0,48.0,1440.0,1.16,1671.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2013.0,13.0,3277.0,0.0,925.0,2246.0,119.0,59.0,2784.0,1.18,3290.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2013.0,11.0,1221.0,0.0,319.0,797.0,116.0,43.0,1033.0,1.19,1232.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2013.0,3.0,1690.0,0.0,581.0,1044.0,68.0,42.0,1499.0,1.13,1693.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2013.0,2.0,601.0,0.0,180.0,413.0,10.0,33.0,514.0,1.17,603.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2014.0,1.0,298.0,0.0,75.0,205.0,19.0,32.0,271.0,1.1,299.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2014.0,5.0,663.0,0.0,212.0,437.0,19.0,45.0,581.0,1.15,668.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2014.0,2.0,345.0,0.0,83.0,238.0,26.0,28.0,299.0,1.16,347.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2014.0,7.0,369.0,0.0,116.0,245.0,15.0,33.0,331.0,1.14,376.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2014.0,0.0,164.0,0.0,36.0,122.0,6.0,24.0,145.0,1.13,164.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2015.0,0.0,186.0,0.0,91.0,82.0,13.0,25.0,168.0,1.11,186.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2015.0,2.0,311.0,0.0,172.0,132.0,9.0,37.0,287.0,1.09,313.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2015.0,2.0,132.0,0.0,60.0,66.0,8.0,30.0,119.0,1.13,134.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2015.0,2.0,178.0,0.0,94.0,76.0,10.0,25.0,166.0,1.08,180.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2015.0,0.0,67.0,0.0,41.0,24.0,2.0,19.0,65.0,1.03,67.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2016.0,1.0,117.0,0.0,70.0,35.0,13.0,22.0,114.0,1.04,118.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2016.0,1.0,378.0,0.0,207.0,161.0,11.0,41.0,336.0,1.13,379.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2016.0,1.0,130.0,0.0,72.0,52.0,7.0,26.0,121.0,1.08,131.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2016.0,0.0,151.0,0.0,97.0,46.0,8.0,28.0,136.0,1.11,151.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2016.0,2.0,67.0,0.0,36.0,28.0,5.0,16.0,65.0,1.06,69.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2017.0,1.0,108.0,0.0,59.0,43.0,7.0,21.0,98.0,1.11,109.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2017.0,0.0,333.0,0.0,226.0,97.0,10.0,37.0,304.0,1.1,333.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2017.0,1.0,118.0,0.0,65.0,45.0,9.0,30.0,108.0,1.1,119.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2017.0,0.0,203.0,0.0,131.0,62.0,10.0,31.0,183.0,1.11,203.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2017.0,0.0,74.0,0.0,48.0,23.0,3.0,30.0,65.0,1.14,74.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2018.0,1.0,163.0,0.0,79.0,67.0,18.0,25.0,155.0,1.06,164.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2018.0,10.0,403.0,0.0,213.0,159.0,41.0,43.0,369.0,1.12,413.0,0.0,1.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
월계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2018.0,5.0,166.0,0.0,87.0,78.0,6.0,26.0,149.0,1.15,171.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
중계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2018.0,11.0,227.0,0.0,150.0,68.0,20.0,34.0,211.0,1.13,238.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
하계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2018.0,4.0,126.0,0.0,75.0,52.0,3.0,24.0,122.0,1.07,130.0,0.0,0.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
공릉동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2019.0,43.0,902.0,0.0,450.0,372.0,123.0,45.0,844.0,1.12,945.0,0.0,2.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
상계동,0.0,0.0,0.0,0.0,0.0,nowon_petStatus.csv,0,0,2019.0,261.0,2459.0,0.0,1173.0,1081.0,466.0,65.0,2357.0,1.15,2720.0,0.0,8.0,2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
