동별(1),구,행정동,면적,구성비 (%),행정,법정,소계,소계.1,녹지총면적,녹지총면적
서울시,송파구,위례동,2.55,0.42,1.0,-,37.0,138.0,1056973.0,1056973.0
서울시,송파구,잠실본동,0.94,0.16,1.0,1,39.0,234.0,1056973.0,1056973.0
서울시,송파구,잠실2동,2.18,0.36,1.0,-,26.0,156.0,1056973.0,1056973.0
서울시,송파구,잠실3동,1.49,0.25,1.0,-,33.0,186.0,1056973.0,1056973.0
서울시,송파구,잠실4동,1.56,0.26,1.0,1,24.0,138.0,1056973.0,1056973.0
서울시,송파구,잠실6동,2.79,0.46,1.0,-,20.0,103.0,1056973.0,1056973.0
서울시,송파구,잠실7동,0.6,0.1,1.0,-,10.0,52.0,1056973.0,1056973.0
서울시,강동구,소계,24.59,4.06,19.0,9,625.0,5483.0,607569.0,607569.0
서울시,강동구,명일1동,0.61,0.1,1.0,1,29.0,236.0,607569.0,607569.0
서울시,강동구,명일2동,0.97,0.16,1.0,-,26.0,209.0,607569.0,607569.0
서울시,강동구,고덕1동,1.51,0.25,1.0,1,31.0,275.0,607569.0,607569.0
서울시,강동구,고덕2동,2.5,0.41,1.0,-,33.0,304.0,607569.0,607569.0
서울시,강동구,암사1동,1.02,0.17,1.0,1,39.0,373.0,607569.0,607569.0
서울시,강동구,암사2동,1.18,0.19,1.0,-,21.0,166.0,607569.0,607569.0
서울시,강동구,암사3동,2.51,0.41,1.0,-,20.0,213.0,607569.0,607569.0
서울시,강동구,천호1동,0.71,0.12,1.0,1,38.0,327.0,607569.0,607569.0
서울시,강동구,천호2동,1.57,0.26,1.0,-,44.0,407.0,607569.0,607569.0
서울시,강동구,천호3동,0.79,0.13,1.0,-,32.0,291.0,607569.0,607569.0
서울시,강동구,성내1동,0.58,0.1,1.0,1,25.0,193.0,607569.0,607569.0
서울시,강동구,성내2동,0.67,0.11,1.0,-,39.0,371.0,607569.0,607569.0
서울시,강동구,성내3동,0.71,0.12,1.0,-,30.0,248.0,607569.0,607569.0
서울시,강동구,길동,1.61,0.27,1.0,1,65.0,552.0,607569.0,607569.0
서울시,강동구,둔촌1동,0.92,0.15,1.0,1,23.0,229.0,607569.0,607569.0
서울시,강동구,둔촌2동,1.56,0.26,1.0,-,29.0,262.0,607569.0,607569.0
서울시,강동구,강일동,2.26,0.37,1.0,1,40.0,317.0,607569.0,607569.0
서울시,강동구,상일1동,1.82,0.3,1.0,1,46.0,397.0,607569.0,607569.0
서울시,강동구,상일2동,1.09,0.18,1.0,-,15.0,113.0,607569.0,607569.0
